# time                          signal
1.753371000000000095e+03  5.628461538461538538e+01
1.753454999999999927e+03  5.232307692307692548e+01
1.753538000000000011e+03  4.719230769230770051e+01
1.753623000000000047e+03  4.193846153846153868e+01
1.753707000000000107e+03  3.805384615384615898e+01
1.753789999999999964e+03  3.394615384615384812e+01
1.753874000000000024e+03  3.173076923076922995e+01
1.753958000000000084e+03  3.053846153846154010e+01
1.754041999999999916e+03  2.888461538461539035e+01
1.754123000000000047e+03  2.763846153846153797e+01
1.754203999999999951e+03  2.369230769230769340e+01
1.754288000000000011e+03  2.319230769230769340e+01
1.754371000000000095e+03  2.167692307692307807e+01
1.754454999999999927e+03  1.965384615384615330e+01
1.754538000000000011e+03  2.010000000000000142e+01
1.754623000000000047e+03  2.153846153846154010e+01
1.754707000000000107e+03  2.202307692307692477e+01
1.754789999999999964e+03  2.263846153846153797e+01
1.754874000000000024e+03  2.088461538461538325e+01
1.754958000000000084e+03  1.823076923076922995e+01
1.755041999999999916e+03  1.590769230769231157e+01
1.755123000000000047e+03  1.390769230769231157e+01
1.755203999999999951e+03  1.461538461538461675e+01
1.755288000000000011e+03  1.660000000000000142e+01
1.755371000000000095e+03  1.437692307692307736e+01
1.755454999999999927e+03  1.524615384615384528e+01
1.755538000000000011e+03  1.630769230769231370e+01
1.755623000000000047e+03  1.590769230769230802e+01
1.755707000000000107e+03  1.516153846153846274e+01
1.755789999999999964e+03  1.550000000000000000e+01
1.755874000000000024e+03  1.626923076923077005e+01
1.755958000000000084e+03  1.792307692307692335e+01
1.756041999999999916e+03  1.838461538461538325e+01
1.756124000000000024e+03  1.810769230769230731e+01
1.756205999999999904e+03  1.921538461538461462e+01
1.756289999999999964e+03  1.876153846153846061e+01
1.756373000000000047e+03  1.789999999999999858e+01
1.756455999999999904e+03  1.823846153846153584e+01
1.756539999999999964e+03  1.748461538461538467e+01
1.756624000000000024e+03  1.860000000000000142e+01
1.756708000000000084e+03  2.105384615384615188e+01
1.756790999999999940e+03  2.420769230769230518e+01
1.756874000000000024e+03  2.788461538461538325e+01
1.756958000000000084e+03  2.792307692307692335e+01
1.757041999999999916e+03  2.947692307692307523e+01
1.757123000000000047e+03  3.559230769230769198e+01
1.757203999999999951e+03  3.986153846153846558e+01
1.757288000000000011e+03  4.251538461538461888e+01
1.757371000000000095e+03  4.897692307692307168e+01
1.757454999999999927e+03  5.109230769230768487e+01
1.757538000000000011e+03  5.470769230769230518e+01
1.757623000000000047e+03  5.956923076923077076e+01
1.757707000000000107e+03  6.313846153846154152e+01
1.757789999999999964e+03  6.904615384615385665e+01
1.757874000000000024e+03  7.114615384615385096e+01
1.757958000000000084e+03  7.203076923076922355e+01
1.758041999999999916e+03  7.603076923076922355e+01
1.758123000000000047e+03  7.778461538461536406e+01
1.758203999999999951e+03  7.922307692307691696e+01
1.758288000000000011e+03  7.896153846153846700e+01
1.758371000000000095e+03  8.030769230769230660e+01
1.758454999999999927e+03  7.753076923076923777e+01
1.758538000000000011e+03  7.943076923076924345e+01
1.758623000000000047e+03  8.024615384615384528e+01
1.758707000000000107e+03  7.957692307692308020e+01
1.758789999999999964e+03  7.931538461538460183e+01
1.758874000000000024e+03  7.633076923076922071e+01
1.758958000000000084e+03  7.679230769230768772e+01
1.759041999999999916e+03  7.756153846153846132e+01
1.759123000000000047e+03  8.106153846153846132e+01
1.759203999999999951e+03  8.600000000000000000e+01
1.759288000000000011e+03  8.563846153846154152e+01
1.759371000000000095e+03  8.674615384615384528e+01
1.759454999999999927e+03  8.853846153846153300e+01
1.759538000000000011e+03  9.165384615384617462e+01
1.759623000000000047e+03  9.309230769230769909e+01
1.759707000000000107e+03  9.703076923076923777e+01
1.759789999999999964e+03  9.850769230769232365e+01
1.759874000000000024e+03  1.017153846153846359e+02
1.759958000000000084e+03  1.016230769230769369e+02
1.760041999999999916e+03  1.036769230769230745e+02
1.760124000000000024e+03  1.068307692307692207e+02
1.760205999999999904e+03  1.055538461538461519e+02
1.760289999999999964e+03  1.021384615384615415e+02
1.760373000000000047e+03  1.021384615384615415e+02
1.760455999999999904e+03  1.040230769230769141e+02
1.760539999999999964e+03  1.056923076923077076e+02
1.760624000000000024e+03  1.087307692307692264e+02
1.760708000000000084e+03  1.114461538461538623e+02
1.760790999999999940e+03  1.110615384615384755e+02
1.760874000000000024e+03  1.173307692307692491e+02
1.760958000000000084e+03  1.208307692307692491e+02
1.761041999999999916e+03  1.266999999999999886e+02
1.761123000000000047e+03  1.299153846153845961e+02
1.761203999999999951e+03  1.331307692307692037e+02
1.761288000000000011e+03  1.366384615384615131e+02
1.761371000000000095e+03  1.416538461538461320e+02
1.761454999999999927e+03  1.398999999999999773e+02
1.761538000000000011e+03  1.376923076923076792e+02
1.761623000000000047e+03  1.380461538461538566e+02
1.761707000000000107e+03  1.322384615384615358e+02
1.761789999999999964e+03  1.296076923076923038e+02
1.761874000000000024e+03  1.255307692307692236e+02
1.761958000000000084e+03  1.216692307692307793e+02
1.762041999999999916e+03  1.132692307692307736e+02
1.762123000000000047e+03  1.098846153846153868e+02
1.762203999999999951e+03  1.069923076923076763e+02
1.762288000000000011e+03  1.029692307692307622e+02
1.762371000000000095e+03  1.015769230769230802e+02
1.762454999999999927e+03  9.997692307692308589e+01
1.762538000000000011e+03  1.013230769230769397e+02
1.762623000000000047e+03  9.980000000000001137e+01
1.762707000000000107e+03  9.485384615384616325e+01
1.762789999999999964e+03  9.320769230769231228e+01
1.762874000000000024e+03  8.968461538461539817e+01
1.762958000000000084e+03  8.916153846153846985e+01
1.763041999999999916e+03  8.622307692307691696e+01
1.763123000000000047e+03  8.529230769230768772e+01
1.763203999999999951e+03  8.534615384615383959e+01
1.763288000000000011e+03  8.250000000000000000e+01
1.763371000000000095e+03  8.142307692307691980e+01
1.763454999999999927e+03  7.931538461538463025e+01
1.763538000000000011e+03  7.706923076923077076e+01
1.763623000000000047e+03  7.747692307692308589e+01
1.763707000000000107e+03  7.853846153846153300e+01
1.763789999999999964e+03  7.856153846153846132e+01
1.763874000000000024e+03  8.002307692307691411e+01
1.763958000000000084e+03  7.967692307692307452e+01
1.764041999999999916e+03  7.893076923076922924e+01
1.764124000000000024e+03  7.583076923076922071e+01
1.764205999999999904e+03  7.604615384615384244e+01
1.764289999999999964e+03  7.090769230769231513e+01
1.764373000000000047e+03  6.829999999999999716e+01
1.764455999999999904e+03  6.378461538461537828e+01
1.764539999999999964e+03  5.899230769230769056e+01
1.764624000000000024e+03  5.466923076923076508e+01
1.764708000000000084e+03  5.022307692307692406e+01
1.764790999999999940e+03  4.789230769230770335e+01
1.764874000000000024e+03  4.607692307692308731e+01
1.764958000000000084e+03  4.296153846153845990e+01
1.765041999999999916e+03  4.257692307692308020e+01
1.765123000000000047e+03  4.253846153846154010e+01
1.765203999999999951e+03  4.074615384615385238e+01
1.765288000000000011e+03  3.892307692307692690e+01
1.765371000000000095e+03  3.712307692307692264e+01
1.765454999999999927e+03  3.546153846153845990e+01
1.765538000000000011e+03  3.370769230769230518e+01
1.765623000000000047e+03  3.203846153846154010e+01
1.765707000000000107e+03  3.339999999999999858e+01
1.765789999999999964e+03  3.096153846153845990e+01
1.765874000000000024e+03  3.157692307692307665e+01
1.765958000000000084e+03  2.936923076923077147e+01
1.766041999999999916e+03  2.723076923076922995e+01
1.766123000000000047e+03  2.428461538461538538e+01
1.766203999999999951e+03  2.103076923076923066e+01
1.766288000000000011e+03  1.961538461538461675e+01
1.766371000000000095e+03  1.855384615384615188e+01
1.766454999999999927e+03  1.922307692307692051e+01
1.766538000000000011e+03  2.106923076923076721e+01
1.766623000000000047e+03  2.337692307692308091e+01
1.766707000000000107e+03  2.748461538461538467e+01
1.766789999999999964e+03  2.700769230769230944e+01
1.766874000000000024e+03  3.006153846153846132e+01
1.766958000000000084e+03  3.089230769230769269e+01
1.767041999999999916e+03  3.331538461538461604e+01
1.767123000000000047e+03  3.812307692307692264e+01
1.767203999999999951e+03  4.308461538461538964e+01
1.767288000000000011e+03  4.818461538461538396e+01
1.767371000000000095e+03  5.456153846153846843e+01
1.767454999999999927e+03  6.066153846153846274e+01
1.767538000000000011e+03  6.506153846153846132e+01
1.767623000000000047e+03  7.002307692307692832e+01
1.767707000000000107e+03  7.211538461538462741e+01
1.767789999999999964e+03  7.207692307692308020e+01
1.767874000000000024e+03  7.782307692307693969e+01
1.767958000000000084e+03  8.392307692307691980e+01
1.768041999999999916e+03  8.640000000000000568e+01
1.768124000000000024e+03  9.215384615384616041e+01
1.768205999999999904e+03  9.651538461538461888e+01
1.768289999999999964e+03  1.010153846153846189e+02
1.768373000000000047e+03  1.069769230769230859e+02
1.768455999999999904e+03  1.142923076923076877e+02
1.768539999999999964e+03  1.169384615384615387e+02
1.768624000000000024e+03  1.183076923076923066e+02
1.768708000000000084e+03  1.180769230769230802e+02
1.768790999999999940e+03  1.245384615384615614e+02
1.768874000000000024e+03  1.285000000000000284e+02
1.768958000000000084e+03  1.306384615384615415e+02
1.769041999999999916e+03  1.359230769230769340e+02
1.769123000000000047e+03  1.446000000000000227e+02
1.769203999999999951e+03  1.551153846153846132e+02
1.769288000000000011e+03  1.658076923076923208e+02
1.769371000000000095e+03  1.748153846153846303e+02
1.769454999999999927e+03  1.775615384615384471e+02
1.769538000000000011e+03  1.765615384615384755e+02
1.769623000000000047e+03  1.853538461538461490e+02
1.769707000000000107e+03  1.873923076923076962e+02
1.769789999999999964e+03  1.856846153846153982e+02
1.769874000000000024e+03  1.822692307692307736e+02
1.769958000000000084e+03  1.835076923076923379e+02
1.770041999999999916e+03  1.854846153846154095e+02
1.770123000000000047e+03  1.864692307692307622e+02
1.770203999999999951e+03  1.844307692307692150e+02
1.770288000000000011e+03  1.786384615384615131e+02
1.770371000000000095e+03  1.753000000000000114e+02
1.770454999999999927e+03  1.694307692307692150e+02
1.770538000000000011e+03  1.596846153846153982e+02
1.770623000000000047e+03  1.522769230769230830e+02
1.770707000000000107e+03  1.399923076923076906e+02
1.770789999999999964e+03  1.380461538461538282e+02
1.770874000000000024e+03  1.510846153846153754e+02
1.770958000000000084e+03  1.574230769230769340e+02
1.771041999999999916e+03  1.554230769230769340e+02
1.771123000000000047e+03  1.488461538461538396e+02
1.771203999999999951e+03  1.456538461538461604e+02
1.771288000000000011e+03  1.438076923076923208e+02
1.771371000000000095e+03  1.433076923076923208e+02
1.771454999999999927e+03  1.386307692307692321e+02
1.771538000000000011e+03  1.384538461538461718e+02
1.771623000000000047e+03  1.454769230769230717e+02
1.771707000000000107e+03  1.435384615384615472e+02
1.771789999999999964e+03  1.493769230769230774e+02
1.771874000000000024e+03  1.459230769230769340e+02
1.771958000000000084e+03  1.336538461538461604e+02
1.772041999999999916e+03  1.282384615384615358e+02
1.772124000000000024e+03  1.267692307692307736e+02
1.772205999999999904e+03  1.257461538461538453e+02
1.772289999999999964e+03  1.228230769230769255e+02
1.772373000000000047e+03  1.191461538461538510e+02
1.772455999999999904e+03  1.145692307692307708e+02
1.772539999999999964e+03  1.093000000000000114e+02
1.772624000000000024e+03  1.000769230769230802e+02
1.772708000000000084e+03  9.500000000000000000e+01
1.772790999999999940e+03  9.523076923076922640e+01
1.772874000000000024e+03  8.867692307692307452e+01
1.772958000000000084e+03  8.744615384615384812e+01
1.773041999999999916e+03  8.369230769230769340e+01
1.773123000000000047e+03  7.541538461538461036e+01
1.773203999999999951e+03  7.196153846153846700e+01
1.773288000000000011e+03  6.885384615384614904e+01
1.773371000000000095e+03  6.402307692307692832e+01
1.773454999999999927e+03  6.169999999999999574e+01
1.773538000000000011e+03  5.949230769230769056e+01
1.773623000000000047e+03  6.087692307692307736e+01
1.773707000000000107e+03  6.429999999999998295e+01
1.773789999999999964e+03  6.335384615384614904e+01
1.773874000000000024e+03  6.571538461538460751e+01
1.773958000000000084e+03  6.409999999999999432e+01
1.774041999999999916e+03  6.270769230769231228e+01
1.774123000000000047e+03  6.000000000000000000e+01
1.774203999999999951e+03  5.938461538461539391e+01
1.774288000000000011e+03  5.742307692307691980e+01
1.774371000000000095e+03  5.632307692307692548e+01
1.774454999999999927e+03  5.263846153846153442e+01
1.774538000000000011e+03  4.766153846153845564e+01
1.774623000000000047e+03  4.166153846153845564e+01
1.774707000000000107e+03  3.476153846153846416e+01
1.774789999999999964e+03  2.906153846153846132e+01
1.774874000000000024e+03  2.394615384615384812e+01
1.774958000000000084e+03  1.894615384615384812e+01
1.775041999999999916e+03  1.542307692307692335e+01
1.775123000000000047e+03  1.419230769230768985e+01
1.775203999999999951e+03  1.375384615384615294e+01
1.775288000000000011e+03  1.345384615384615401e+01
1.775371000000000095e+03  1.360000000000000142e+01
1.775454999999999927e+03  1.234615384615384670e+01
1.775538000000000011e+03  1.356923076923076721e+01
1.775623000000000047e+03  1.449230769230769411e+01
1.775707000000000107e+03  1.530000000000000249e+01
1.775789999999999964e+03  1.660769230769231086e+01
1.775874000000000024e+03  1.660769230769231086e+01
1.775958000000000084e+03  1.854615384615384244e+01
1.776041999999999916e+03  1.709999999999999787e+01
1.776124000000000024e+03  2.006923076923076721e+01
1.776205999999999904e+03  2.110769230769230731e+01
1.776289999999999964e+03  2.454615384615384244e+01
1.776373000000000047e+03  2.831538461538461249e+01
1.776455999999999904e+03  3.150769230769230944e+01
1.776539999999999964e+03  3.626153846153845706e+01
1.776624000000000024e+03  3.815384615384615330e+01
1.776708000000000084e+03  4.166923076923077218e+01
1.776790999999999940e+03  5.310769230769231797e+01
1.776874000000000024e+03  6.060769230769231797e+01
1.776958000000000084e+03  6.951538461538461888e+01
1.777041999999999916e+03  7.925384615384615472e+01
1.777123000000000047e+03  9.348461538461538112e+01
1.777203999999999951e+03  1.052846153846153925e+02
1.777288000000000011e+03  1.168846153846153868e+02
1.777371000000000095e+03  1.317538461538461547e+02
1.777454999999999927e+03  1.474384615384615529e+02
1.777538000000000011e+03  1.650384615384615472e+02
1.777623000000000047e+03  1.732846153846153641e+02
1.777707000000000107e+03  1.857846153846153925e+02
1.777789999999999964e+03  1.993769230769230774e+02
1.777874000000000024e+03  2.177615384615384357e+02
1.777958000000000084e+03  2.294692307692307622e+02
1.778041999999999916e+03  2.387384615384615358e+02
1.778123000000000047e+03  2.445076923076923379e+02
1.778203999999999951e+03  2.521615384615384414e+02
1.778288000000000011e+03  2.573000000000000114e+02
1.778371000000000095e+03  2.629153846153845961e+02
1.778454999999999927e+03  2.576615384615384983e+02
1.778538000000000011e+03  2.521999999999999602e+02
1.778623000000000047e+03  2.507153846153846075e+02
1.778707000000000107e+03  2.518307692307691639e+02
1.778789999999999964e+03  2.532461538461537884e+02
1.778874000000000024e+03  2.525999999999999375e+02
1.778958000000000084e+03  2.365461538461538282e+02
1.779041999999999916e+03  2.328769230769230774e+02
1.779123000000000047e+03  2.276230769230769226e+02
1.779203999999999951e+03  2.239076923076923151e+02
1.779288000000000011e+03  2.177923076923076735e+02
1.779371000000000095e+03  2.123692307692307395e+02
1.779454999999999927e+03  2.071999999999999886e+02
1.779538000000000011e+03  2.027153846153846075e+02
1.779623000000000047e+03  2.005692307692308134e+02
1.779707000000000107e+03  1.918846153846154152e+02
1.779789999999999964e+03  1.889307692307692719e+02
1.779874000000000024e+03  1.840846153846153754e+02
1.779958000000000084e+03  1.774230769230768772e+02
1.780041999999999916e+03  1.738692307692307963e+02
1.780124000000000024e+03  1.665615384615384755e+02
1.780205999999999904e+03  1.642153846153846075e+02
1.780289999999999964e+03  1.598538461538461775e+02
1.780373000000000047e+03  1.516461538461538225e+02
1.780455999999999904e+03  1.445538461538461377e+02
1.780539999999999964e+03  1.431076923076923038e+02
1.780624000000000024e+03  1.437076923076922981e+02
1.780708000000000084e+03  1.379384615384615245e+02
1.780790999999999940e+03  1.341307692307692037e+02
1.780874000000000024e+03  1.353769230769230774e+02
1.780958000000000084e+03  1.341538461538461320e+02
1.781041999999999916e+03  1.322923076923077019e+02
1.781123000000000047e+03  1.297307692307692264e+02
1.781203999999999951e+03  1.252461538461538453e+02
1.781288000000000011e+03  1.167307692307692264e+02
1.781371000000000095e+03  1.154538461538461576e+02
1.781454999999999927e+03  1.122769230769230830e+02
1.781538000000000011e+03  1.116769230769230887e+02
1.781623000000000047e+03  1.038307692307692491e+02
1.781707000000000107e+03  9.900000000000000000e+01
1.781789999999999964e+03  9.746153846153846700e+01
1.781874000000000024e+03  9.566923076923075087e+01
1.781958000000000084e+03  8.711538461538461320e+01
1.782041999999999916e+03  7.933846153846153015e+01
1.782123000000000047e+03  7.555384615384613767e+01
1.782203999999999951e+03  7.145384615384615756e+01
1.782288000000000011e+03  6.789230769230769624e+01
1.782371000000000095e+03  6.843076923076924345e+01
1.782454999999999927e+03  6.368461538461539106e+01
1.782538000000000011e+03  6.276153846153847127e+01
1.782623000000000047e+03  6.080000000000000426e+01
1.782707000000000107e+03  5.941538461538462457e+01
1.782789999999999964e+03  5.830000000000000426e+01
1.782874000000000024e+03  5.599230769230769766e+01
1.782958000000000084e+03  5.226153846153845706e+01
1.783041999999999916e+03  5.152307692307692832e+01
1.783123000000000047e+03  4.933846153846153726e+01
1.783203999999999951e+03  4.600769230769230944e+01
1.783288000000000011e+03  4.266923076923076508e+01
1.783371000000000095e+03  4.161538461538461320e+01
1.783454999999999927e+03  3.892307692307691980e+01
1.783538000000000011e+03  3.674615384615385238e+01
1.783623000000000047e+03  3.417692307692307452e+01
1.783707000000000107e+03  3.062307692307692619e+01
1.783789999999999964e+03  2.848461538461538112e+01
1.783874000000000024e+03  2.562307692307692619e+01
1.783958000000000084e+03  2.383076923076923137e+01
1.784041999999999916e+03  2.136923076923077147e+01
1.784124000000000024e+03  1.852307692307692122e+01
1.784205999999999904e+03  1.724615384615384528e+01
1.784289999999999964e+03  1.596153846153846168e+01
1.784373000000000047e+03  1.711538461538461675e+01
1.784455999999999904e+03  1.698461538461538822e+01
1.784539999999999964e+03  1.646923076923077289e+01
1.784624000000000024e+03  1.582307692307692726e+01
1.784708000000000084e+03  1.595384615384615579e+01
1.784790999999999940e+03  1.656153846153846132e+01
1.784874000000000024e+03  1.793076923076923279e+01
1.784958000000000084e+03  2.053076923076923066e+01
1.785041999999999916e+03  2.403076923076923066e+01
1.785123000000000047e+03  2.582307692307692193e+01
1.785203999999999951e+03  2.863846153846153797e+01
1.785288000000000011e+03  3.340769230769230802e+01
1.785371000000000095e+03  3.753846153846154010e+01
1.785454999999999927e+03  3.886153846153845848e+01
1.785538000000000011e+03  4.183846153846153726e+01
1.785623000000000047e+03  4.710769230769229665e+01
1.785707000000000107e+03  5.219999999999999574e+01
1.785789999999999964e+03  6.199230769230768345e+01
1.785874000000000024e+03  7.180769230769230660e+01
1.785958000000000084e+03  7.671538461538460751e+01
1.786041999999999916e+03  8.398461538461538112e+01
1.786123000000000047e+03  9.083076923076922071e+01
1.786203999999999951e+03  1.025615384615384613e+02
1.786288000000000011e+03  1.128615384615384585e+02
1.786371000000000095e+03  1.216769230769230745e+02
1.786454999999999927e+03  1.309692307692307622e+02
1.786538000000000011e+03  1.447384615384615358e+02
1.786623000000000047e+03  1.535615384615384755e+02
1.786707000000000107e+03  1.586692307692307509e+02
1.786789999999999964e+03  1.688615384615384585e+02
1.786874000000000024e+03  1.751999999999999886e+02
1.786958000000000084e+03  1.760846153846154039e+02
1.787041999999999916e+03  1.849307692307692719e+02
1.787123000000000047e+03  1.918846153846153868e+02
1.787203999999999951e+03  2.005538461538461377e+02
1.787288000000000011e+03  2.063923076923076394e+02
1.787371000000000095e+03  2.101307692307692037e+02
1.787454999999999927e+03  2.175692307692307850e+02
1.787538000000000011e+03  2.208153846153846303e+02
1.787623000000000047e+03  2.201076923076923038e+02
1.787707000000000107e+03  2.248846153846153868e+02
1.787789999999999964e+03  2.275846153846154039e+02
1.787874000000000024e+03  2.257615384615384926e+02
1.787958000000000084e+03  2.282461538461539021e+02
1.788041999999999916e+03  2.336692307692308361e+02
1.788124000000000024e+03  2.347000000000000171e+02
1.788205999999999904e+03  2.351846153846153982e+02
1.788289999999999964e+03  2.332230769230768885e+02
1.788373000000000047e+03  2.252307692307692264e+02
1.788455999999999904e+03  2.236923076923076792e+02
1.788539999999999964e+03  2.160000000000000284e+02
1.788624000000000024e+03  2.143692307692308248e+02
1.788708000000000084e+03  2.131923076923077360e+02
1.788790999999999940e+03  2.106307692307692605e+02
1.788874000000000024e+03  2.125538461538461661e+02
1.788958000000000084e+03  2.134538461538461718e+02
1.789041999999999916e+03  2.086846153846154266e+02
1.789123000000000047e+03  2.037538461538461547e+02
1.789203999999999951e+03  2.006769230769230319e+02
1.789288000000000011e+03  1.940999999999999659e+02
1.789371000000000095e+03  1.930692307692307850e+02
1.789454999999999927e+03  1.983000000000000398e+02
1.789538000000000011e+03  1.949076923076923151e+02
1.789623000000000047e+03  1.966384615384615131e+02
1.789707000000000107e+03  1.929230769230768772e+02
1.789789999999999964e+03  1.895923076923076849e+02
1.789874000000000024e+03  1.857076923076922981e+02
1.789958000000000084e+03  1.815461538461537998e+02
1.790041999999999916e+03  1.750461538461538282e+02
1.790123000000000047e+03  1.712000000000000171e+02
1.790203999999999951e+03  1.678999999999999773e+02
1.790288000000000011e+03  1.643461538461538396e+02
1.790371000000000095e+03  1.633615384615384585e+02
1.790454999999999927e+03  1.556692307692307793e+02
1.790538000000000011e+03  1.476230769230769226e+02
1.790623000000000047e+03  1.423615384615384585e+02
1.790707000000000107e+03  1.354999999999999716e+02
1.790789999999999964e+03  1.330538461538461661e+02
1.790874000000000024e+03  1.304461538461538339e+02
1.790958000000000084e+03  1.267538461538461547e+02
1.791041999999999916e+03  1.241846153846153697e+02
1.791123000000000047e+03  1.208153846153846018e+02
1.791203999999999951e+03  1.181846153846153697e+02
1.791288000000000011e+03  1.161846153846153982e+02
1.791371000000000095e+03  1.139692307692307622e+02
1.791454999999999927e+03  1.119153846153846246e+02
1.791538000000000011e+03  1.098692307692307679e+02
1.791623000000000047e+03  1.087538461538461689e+02
1.791707000000000107e+03  1.088846153846154010e+02
1.791789999999999964e+03  1.091076923076923180e+02
1.791874000000000024e+03  1.071538461538461604e+02
1.791958000000000084e+03  1.055307692307692378e+02
1.792041999999999916e+03  1.031692307692307793e+02
1.792124000000000024e+03  1.017615384615384642e+02
1.792205999999999904e+03  1.038076923076922924e+02
1.792289999999999964e+03  1.028461538461538396e+02
1.792373000000000047e+03  1.022461538461538311e+02
1.792455999999999904e+03  1.008307692307692207e+02
1.792539999999999964e+03  9.954615384615384244e+01
1.792624000000000024e+03  9.916153846153845564e+01
1.792708000000000084e+03  9.806923076923075655e+01
1.792790999999999940e+03  9.678461538461536406e+01
1.792874000000000024e+03  9.378461538461539249e+01
1.792958000000000084e+03  9.237692307692307736e+01
1.793041999999999916e+03  9.096153846153846700e+01
1.793123000000000047e+03  8.884615384615383959e+01
1.793203999999999951e+03  8.423076923076922640e+01
1.793288000000000011e+03  8.269230769230767919e+01
1.793371000000000095e+03  8.076923076923074518e+01
1.793454999999999927e+03  7.932307692307691127e+01
1.793538000000000011e+03  7.791538461538461036e+01
1.793623000000000047e+03  7.637692307692306315e+01
1.793707000000000107e+03  7.419230769230767919e+01
1.793789999999999964e+03  7.071538461538460751e+01
1.793874000000000024e+03  7.106153846153844711e+01
1.793958000000000084e+03  6.967692307692306031e+01
1.794041999999999916e+03  6.839230769230768203e+01
1.794123000000000047e+03  6.711538461538461320e+01
1.794203999999999951e+03  6.478461538461539249e+01
1.794288000000000011e+03  6.536153846153845848e+01
1.794371000000000095e+03  6.797692307692308589e+01
1.794454999999999927e+03  6.893076923076922924e+01
1.794538000000000011e+03  6.581538461538461604e+01
1.794623000000000047e+03  6.516153846153846985e+01
1.794707000000000107e+03  6.113846153846154152e+01
1.794789999999999964e+03  5.865384615384616041e+01
1.794874000000000024e+03  5.899230769230769766e+01
1.794958000000000084e+03  5.404615384615385665e+01
1.795041999999999916e+03  5.037692307692308447e+01
1.795123000000000047e+03  4.841538461538461036e+01
1.795203999999999951e+03  4.501538461538461178e+01
1.795288000000000011e+03  4.609230769230769909e+01
1.795371000000000095e+03  4.564615384615385096e+01
1.795454999999999927e+03  3.931538461538461604e+01
1.795538000000000011e+03  3.554615384615384244e+01
1.795623000000000047e+03  3.585384615384614904e+01
1.795707000000000107e+03  3.275384615384614762e+01
1.795789999999999964e+03  3.519999999999999574e+01
1.795874000000000024e+03  3.550769230769230234e+01
1.795958000000000084e+03  3.239230769230768914e+01
1.796041999999999916e+03  3.364615384615385096e+01
1.796124000000000024e+03  3.218461538461538396e+01
1.796205999999999904e+03  3.125384615384615472e+01
1.796289999999999964e+03  3.093076923076923279e+01
1.796373000000000047e+03  2.950769230769230944e+01
1.796455999999999904e+03  2.695384615384615756e+01
1.796539999999999964e+03  2.649230769230769411e+01
1.796624000000000024e+03  2.420769230769230518e+01
1.796708000000000084e+03  2.166923076923076863e+01
1.796790999999999940e+03  2.016923076923076863e+01
1.796874000000000024e+03  1.704615384615384244e+01
1.796958000000000084e+03  1.577692307692307416e+01
1.797041999999999916e+03  1.546923076923076579e+01
1.797123000000000047e+03  1.279230769230769127e+01
1.797203999999999951e+03  1.333076923076922959e+01
1.797288000000000011e+03  1.185384615384615259e+01
1.797371000000000095e+03  1.119230769230769162e+01
1.797454999999999927e+03  1.050000000000000000e+01
1.797538000000000011e+03  1.010000000000000142e+01
1.797623000000000047e+03  8.769230769230770051e+00
1.797707000000000107e+03  9.823076923076923705e+00
1.797789999999999964e+03  9.446153846153846345e+00
1.797874000000000024e+03  8.930769230769231015e+00
1.797958000000000084e+03  7.992307692307692335e+00
